Velo,SpinRate,HorzBreak,InducedVertBreak,InPlayProbability
96.35,2175.0,13.17,12.25,0.27429745
91.6,2241.0,6.43,13.83,0.27775857
96.97,2710.0,13.55,9.3,0.20424332
92.55,2067.0,5.37,14.89,0.25243708
94.18,2209.0,8.01,19.76,0.19463503
94.56,2220.0,11.34,9.46,0.34196466
92.68,2132.0,14.14,11.39,0.36722282
95.78,1940.0,8.93,16.01,0.3142947
97.51,2506.0,8.7,14.54,0.22799234
93.84,2159.0,10.95,20.46,0.21691576
94.93,2517.0,13.78,15.42,0.32395303
93.68,2132.0,14.08,13.84,0.3464339
98.09,2023.0,11.68,7.3,0.3064928
94.46,2108.0,8.95,13.8,0.28960627
93.3,2391.0,5.57,19.61,0.20011543
95.48,2140.0,15.65,11.8,0.36614713
92.91,2024.0,19.44,11.62,0.26210916
89.11,1856.0,15.97,7.44,0.38163432
96.35,2449.0,13.75,17.43,0.3066436
91.12,2193.0,6.07,5.89,0.3418953
92.17,2359.0,1.99,13.96,0.26947603
94.25,2073.0,8.35,14.16,0.2561878
94.58,2250.0,11.53,16.11,0.2774043
94.23,2242.0,14.0,12.83,0.32161185
96.67,2025.0,10.6,15.34,0.240667
91.04,2124.0,13.9,12.33,0.3384779
98.04,2203.0,15.95,7.09,0.32347998
94.39,2215.0,12.19,16.97,0.29330283
98.94,2809.0,5.51,12.11,0.07613164
93.2,2387.0,2.37,18.57,0.2194782
87.48,1865.0,14.29,9.72,0.35211775
94.24,2448.0,12.61,16.94,0.29681182
94.74,2322.0,5.53,19.89,0.18223862
94.32,2592.0,4.85,14.92,0.22806315
93.12,2395.0,7.89,17.35,0.2334691
93.01,2051.0,11.03,11.77,0.35568586
95.01,1975.0,15.22,11.44,0.37234175
90.92,2037.0,15.14,10.04,0.3716266
94.57,2396.0,4.83,21.05,0.22113384
93.37,2218.0,5.91,14.91,0.2509012
96.03,2424.0,2.57,16.72,0.20857091
92.97,2309.0,7.67,16.6,0.24104442
94.94,2236.0,10.78,16.04,0.2774043
94.99,2399.0,9.56,19.4,0.19426663
94.97,2297.0,14.25,17.08,0.31485307
94.75,2473.0,4.21,19.47,0.18223862
96.39,2284.0,5.9,19.22,0.22098745
92.63,2135.0,13.2,13.41,0.29314646
94.55,2316.0,3.08,15.21,0.23467329
95.22,2335.0,8.39,14.73,0.24104442
93.14,2180.0,3.25,14.77,0.258713
95.45,2350.0,13.64,11.39,0.3320028
100.37,2451.0,8.69,16.59,0.3329289
91.68,2074.0,6.85,15.61,0.26551032
93.51,2484.0,1.89,19.32,0.16696878
93.58,2484.0,4.63,19.12,0.22555837
95.06,2090.0,12.51,11.05,0.3427514
87.69,2100.0,8.15,14.52,0.27839777
90.51,2249.0,15.02,14.45,0.28908056
93.11,2064.0,18.13,8.85,0.2823907
92.8,2191.0,9.37,16.65,0.2811448
93.19,2026.0,14.53,14.45,0.32204735
94.1,2536.0,5.1,15.57,0.24104442
94.66,2521.0,14.87,17.49,0.31485307
97.85,2650.0,3.38,19.49,0.16286053
93.92,2410.0,13.95,16.28,0.32395303
92.87,2447.0,5.97,18.1,0.22555837
94.8,2338.0,7.86,15.8,0.24104442
93.55,2350.0,11.37,16.24,0.28079864
95.24,2183.0,0.56,18.01,0.25962654
94.32,2220.0,16.76,14.4,0.27251375
94.28,2299.0,5.27,12.0,0.3380928
93.78,2388.0,9.07,14.45,0.2557399
94.54,2238.0,5.73,17.18,0.2431154
94.4,2359.0,1.23,17.35,0.24434668
96.57,2104.0,9.16,11.11,0.28447935
94.43,2613.0,7.6,19.35,0.1717078
89.69,1847.0,3.06,13.38,0.36899614
97.05,2257.0,2.49,18.11,0.20310307
95.73,2544.0,7.95,17.45,0.2074644
92.06,2294.0,11.36,17.41,0.27242243
91.04,2247.0,0.9,8.11,0.34910795
89.39,2130.0,19.57,6.94,0.2636515
92.56,2185.0,5.35,14.02,0.28339696
93.93,2179.0,12.2,12.99,0.3274479
96.77,2152.0,22.33,11.27,0.21691535
92.19,2537.0,4.81,17.79,0.2334691
94.33,2225.0,3.93,19.64,0.1902937
97.55,2473.0,4.93,19.32,0.16598205
90.54,2313.0,12.55,9.38,0.32882246
97.78,2146.0,7.87,16.79,0.22840658
93.89,2353.0,3.29,21.13,0.21513982
93.6,2398.0,8.76,18.09,0.23960781
95.99,2041.0,4.8,13.5,0.23225611
94.19,2194.0,0.21,20.81,0.20418525
93.4,2309.0,5.85,18.86,0.22555837
95.8,2117.0,17.24,5.01,0.2901647
95.5,2104.0,19.28,10.55,0.24771653
94.67,2111.0,11.5,11.35,0.32879147
94.11,2589.0,17.14,18.72,0.24527846
96.46,2541.0,5.94,20.19,0.16598205
95.32,2425.0,5.42,12.14,0.24626774
90.83,2043.0,8.53,18.77,0.2634802
96.4,2195.0,4.73,9.69,0.28617314
91.14,2077.0,11.11,8.21,0.3598242
96.75,2386.0,13.29,18.73,0.29721484
94.55,2324.0,14.92,18.42,0.305283
92.35,1778.0,12.84,-2.0,0.37987906
94.91,2228.0,10.88,15.22,0.2774043
90.53,1952.0,13.51,3.57,0.35829967
95.4,2561.0,12.07,17.17,0.28887442
92.8,2054.0,7.8,16.82,0.24461924
94.38,2247.0,7.92,13.02,0.26816297
94.03,2225.0,7.62,16.78,0.2509012
93.18,2436.0,10.45,13.04,0.28482035
92.57,2114.0,17.7,7.07,0.3206783
94.99,2411.0,3.79,18.25,0.22555837
95.73,2264.0,3.58,19.92,0.17347096
93.49,2308.0,3.63,18.32,0.22555837
93.27,2230.0,5.73,16.06,0.26009873
94.33,2420.0,12.77,17.21,0.29681182
94.51,1981.0,11.06,18.43,0.2914239
91.93,1835.0,15.6,3.54,0.37428033
93.35,2147.0,9.54,14.98,0.27147615
92.9,2421.0,9.67,19.18,0.26313522
91.14,1953.0,10.74,16.8,0.28771374
96.64,2425.0,8.85,15.22,0.22799234
94.54,2127.0,3.85,13.79,0.27368036
94.75,2194.0,15.08,1.96,0.35489765
89.41,2103.0,15.6,5.32,0.35335493
97.85,2424.0,10.15,16.89,0.24617901
92.35,2153.0,4.51,20.94,0.2662075
94.18,2408.0,2.4,19.48,0.17705922
92.61,2280.0,5.21,19.6,0.20011543
93.1,2543.0,7.52,18.62,0.22555837
94.05,2247.0,9.06,17.08,0.25789422
92.69,2681.0,4.09,17.84,0.20203847
92.71,2129.0,11.37,17.33,0.28435773
92.31,2035.0,9.62,17.98,0.25945804
93.58,2098.0,17.65,8.15,0.3102368
97.68,2545.0,11.21,3.16,0.26887277
94.58,1918.0,16.61,6.12,0.33366156
95.8,2677.0,4.15,20.07,0.10671888
88.68,2196.0,7.94,9.38,0.36065632
96.53,2100.0,11.09,15.67,0.25333726
92.88,2586.0,2.2,21.54,0.1730778
88.34,2145.0,12.96,15.2,0.33841243
88.17,2092.0,11.34,15.4,0.34307
91.49,2057.0,3.36,17.66,0.23818327
96.29,2065.0,3.28,17.4,0.2038385
93.23,2418.0,5.29,15.84,0.24104442
92.71,2682.0,5.23,18.76,0.1949219
93.07,2166.0,10.6,7.32,0.3598242
95.15,2519.0,16.47,12.61,0.24694273
94.2,2052.0,6.27,12.13,0.2818495
95.98,2285.0,2.25,12.22,0.18164985
93.73,2130.0,3.68,15.83,0.2561878
99.71,2159.0,22.03,4.38,0.27821523
92.92,2449.0,2.62,17.76,0.22723827
95.32,2805.0,4.38,8.77,0.1541336
92.26,2286.0,1.92,13.22,0.26947603
96.39,2311.0,12.97,11.84,0.36328027
95.61,2309.0,3.78,15.24,0.21443193
93.15,1977.0,14.45,10.71,0.39733383
94.32,2209.0,4.53,18.4,0.24003658
93.05,2117.0,14.22,11.37,0.36722282
94.12,1872.0,16.93,13.89,0.32307205
97.74,2316.0,2.75,19.52,0.1611736
94.43,2384.0,9.27,17.25,0.24785356
94.28,2672.0,11.75,12.72,0.2687497
93.19,2341.0,6.86,17.54,0.2334691
97.15,2319.0,19.17,5.76,0.24472155
92.26,1997.0,7.63,7.15,0.383519
93.74,2194.0,1.17,14.59,0.2677541
92.7,2290.0,13.41,13.87,0.34393325
94.98,1844.0,17.89,7.39,0.32479557
97.29,2311.0,15.24,14.2,0.3156156
94.46,2015.0,17.89,7.67,0.2958484
96.38,2283.0,15.52,13.44,0.2957145
92.46,2219.0,5.31,11.77,0.34690526
96.42,1817.0,10.94,8.83,0.28560367
94.22,2323.0,-1.68,16.5,0.2452078
94.15,2287.0,8.98,17.64,0.24785356
90.21,2974.0,17.33,8.28,0.19339798
97.19,2514.0,4.78,20.32,0.16598205
93.53,2049.0,16.7,12.18,0.27591926
95.74,2011.0,3.45,16.47,0.29188034
93.01,2138.0,2.48,19.24,0.2661636
92.89,2222.0,4.23,16.8,0.2521235
96.45,2248.0,18.72,4.09,0.2681749
91.92,2123.0,6.2,3.72,0.3418953
93.44,2408.0,10.68,18.08,0.2636459
95.02,2107.0,15.54,6.59,0.34190407
94.6,2325.0,11.59,14.98,0.28079864
95.18,2122.0,13.28,14.51,0.32638067
95.24,2465.0,12.72,18.07,0.28755996
96.69,2485.0,5.64,18.94,0.20020466
99.27,2468.0,14.66,13.22,0.20438488
91.35,2154.0,6.19,16.81,0.257427
94.64,2184.0,16.71,12.4,0.279325
93.31,2185.0,5.38,13.93,0.28339696
95.49,2060.0,2.54,17.66,0.2038385
93.34,2243.0,15.79,16.34,0.28220505
95.65,2462.0,9.04,17.85,0.220708
94.27,2613.0,-4.57,10.24,0.3172382
91.61,2440.0,1.05,15.26,0.22218597
92.04,2089.0,16.95,12.57,0.28916225
94.64,2570.0,4.61,19.6,0.1717078
96.8,2344.0,14.78,13.28,0.31694773
92.83,2324.0,15.22,13.58,0.32530364
94.44,2191.0,10.02,13.89,0.28960627
93.27,2280.0,9.9,18.4,0.23960781
95.72,2029.0,12.77,13.65,0.30444586
96.17,2070.0,5.82,3.06,0.28660938
93.14,2170.0,6.18,16.37,0.26551032
90.82,2231.0,4.58,17.55,0.2521235
97.58,2323.0,2.96,17.19,0.2017449
95.52,1902.0,11.07,14.87,0.27758777
89.91,2120.0,14.4,11.88,0.2953257
92.73,2266.0,6.73,14.35,0.26009873
93.85,2106.0,4.8,17.32,0.24829227
89.91,2288.0,1.97,13.43,0.2612474
95.11,2119.0,6.03,17.5,0.24829227
91.31,2294.0,10.97,2.94,0.346254
92.97,2239.0,13.21,14.07,0.28739193
92.49,2110.0,7.43,14.59,0.26551032
95.07,2436.0,6.11,16.94,0.2334691
96.38,2656.0,9.47,19.52,0.13523956
91.57,2136.0,16.13,12.03,0.384167
92.78,2517.0,5.33,13.89,0.22913131
96.33,2357.0,7.78,7.78,0.2703214
92.13,1877.0,7.95,12.41,0.32069466
96.76,2353.0,6.2,15.96,0.21443193
92.56,2207.0,4.91,15.7,0.26551032
92.82,2551.0,2.02,14.8,0.22218597
92.76,2230.0,19.02,5.98,0.29734465
96.6,2414.0,13.13,13.34,0.31666416
95.47,1956.0,16.92,3.42,0.2900291
100.62,2056.0,13.41,7.4,0.1506584
96.58,1895.0,15.44,2.06,0.34122828
95.25,2358.0,6.5,15.71,0.24104442
93.4,2237.0,6.33,18.46,0.23497802
95.46,2169.0,8.98,15.99,0.24257785
96.92,2286.0,7.92,18.82,0.20020466
97.71,2268.0,16.73,8.06,0.30287775
94.84,2544.0,4.38,20.92,0.18223862
96.88,2619.0,5.56,15.57,0.20250149
89.54,1891.0,13.15,12.15,0.3187187
94.55,2393.0,15.08,8.54,0.35236883
97.91,2346.0,7.17,17.7,0.2217436
93.92,2263.0,9.86,14.36,0.265987
95.33,2005.0,13.99,8.16,0.3842988
94.51,1953.0,12.59,16.15,0.3114892
92.8,2194.0,8.76,12.0,0.3861245
96.43,2259.0,16.13,12.68,0.26618284
95.8,1975.0,5.9,14.75,0.26170817
92.57,2467.0,0.86,13.49,0.2381002
95.51,2009.0,6.6,9.12,0.2809452
97.27,2266.0,15.67,-0.64,0.30438182
94.12,2096.0,16.12,11.11,0.32696977
94.67,2043.0,-1.29,20.48,0.24559265
93.56,2451.0,10.76,13.43,0.2992956
98.63,2060.0,13.16,7.12,0.24235247
96.07,1801.0,11.85,14.11,0.34544936
95.92,1621.0,10.0,8.74,0.3057764
97.64,2340.0,4.13,14.5,0.21443193
92.04,2095.0,6.88,17.57,0.257427
97.12,1877.0,16.72,3.0,0.3127611
97.45,2291.0,8.7,20.1,0.17716958
94.6,1995.0,16.87,10.76,0.35563517
99.3,2372.0,6.23,19.92,0.11317814
98.69,2219.0,9.45,15.71,0.1932153
89.15,2241.0,13.39,15.86,0.28908056
89.43,2245.0,7.7,18.25,0.26308987
96.27,2423.0,13.98,15.94,0.3156156
92.52,2435.0,10.1,16.68,0.2557399
93.17,2340.0,3.77,17.06,0.2334691
92.65,2208.0,5.22,14.29,0.26551032
99.19,2040.0,14.5,12.23,0.19430584
98.71,2316.0,7.4,14.88,0.13127969
96.16,2408.0,10.87,10.16,0.24871518
96.29,2222.0,7.55,17.05,0.21633945
91.61,2531.0,1.29,20.32,0.18368413
91.66,2270.0,16.91,13.11,0.27710336
84.59,2170.0,19.12,3.16,0.1629361
95.88,2275.0,13.95,16.56,0.3156156
96.44,2459.0,4.8,17.77,0.2074644
91.25,2212.0,11.66,17.72,0.28435773
94.11,2278.0,11.11,14.17,0.28079864
91.86,1733.0,8.17,11.93,0.20044914
94.25,2316.0,1.33,11.28,0.3071149
95.72,2450.0,12.82,13.23,0.31666416
91.98,1902.0,5.92,18.78,0.28352734
93.66,2377.0,16.13,12.23,0.28746584
97.07,2426.0,5.61,17.0,0.2074644
94.67,2220.0,12.32,10.02,0.36941886
93.67,2414.0,8.22,18.73,0.22555837
92.23,2130.0,3.73,20.82,0.22164033
93.57,2493.0,13.22,19.47,0.20041376
94.29,2166.0,11.51,15.75,0.2830383
91.76,2240.0,18.04,5.99,0.31462386
93.68,2249.0,12.89,15.05,0.30205452
98.03,2277.0,15.85,11.1,0.32217064
94.02,2393.0,11.96,18.84,0.2636459
94.3,2117.0,9.13,18.45,0.2546912
100.55,2346.0,6.61,13.4,0.33540234
98.09,2483.0,7.16,16.0,0.22905207
95.38,2251.0,2.5,18.02,0.21044025
94.85,2404.0,7.58,14.44,0.24104442
95.74,2503.0,12.64,8.89,0.30589786
92.29,2468.0,5.52,16.82,0.2334691
95.9,2453.0,5.36,20.59,0.16598205
91.94,2297.0,15.41,12.39,0.30375955
99.13,2584.0,8.18,17.01,0.13506457
95.61,2252.0,13.68,3.68,0.3482279
92.15,2063.0,0.26,18.32,0.24741875
93.51,2785.0,2.88,14.36,0.19025898
93.27,2442.0,10.33,19.79,0.22284998
95.97,2050.0,6.11,19.25,0.22322491
90.61,2235.0,12.73,15.07,0.3467803
93.64,2211.0,3.26,12.89,0.26674983
93.44,2100.0,17.5,7.1,0.3102368
93.51,2242.0,6.07,17.49,0.2431154
96.26,2151.0,12.52,8.85,0.30825195
89.45,2013.0,11.97,10.72,0.35598388
94.3,2395.0,10.7,18.07,0.2636459
93.17,2010.0,16.89,4.5,0.3452046
95.87,2085.0,8.6,13.01,0.24947634
98.73,2481.0,-0.99,10.91,0.18645097
88.42,1832.0,17.12,9.25,0.38638803
94.4,2541.0,5.56,17.34,0.2334691
92.31,2099.0,4.94,17.59,0.257427
93.18,2346.0,5.24,17.83,0.2334691
92.67,2307.0,6.78,18.61,0.22555837
91.4,2061.0,11.6,7.94,0.3442839
95.37,2359.0,12.95,13.87,0.31666416
94.72,2248.0,10.86,16.97,0.26909152
95.4,2217.0,-1.02,15.81,0.29333964
90.31,2155.0,18.22,5.37,0.27962315
93.69,2220.0,14.01,13.02,0.32161185
96.59,2663.0,5.61,18.24,0.13063642
90.76,1948.0,12.34,12.89,0.4608409
92.76,2386.0,14.36,16.68,0.32395303
94.38,2585.0,5.61,12.11,0.2356491
94.41,2137.0,10.11,11.02,0.32879147
96.8,2070.0,4.21,17.06,0.22111277
97.94,2421.0,17.09,4.98,0.30557176
92.22,2328.0,1.63,16.95,0.24434668
95.97,2283.0,10.42,17.31,0.23079297
96.82,2145.0,5.59,17.72,0.22111277
92.77,2280.0,8.55,19.05,0.23014559
96.82,2426.0,8.25,18.52,0.20020466
95.51,2314.0,15.53,12.99,0.2957145
92.81,2573.0,-0.97,14.27,0.26520738
95.64,2431.0,6.41,17.06,0.2074644
90.22,1927.0,14.56,12.2,0.36595723
95.38,2047.0,16.4,11.34,0.29201278
95.69,2294.0,1.28,8.18,0.28228366
95.34,2097.0,3.61,15.7,0.22840658
93.13,2433.0,1.9,13.25,0.2381002
96.08,2242.0,10.31,17.17,0.2403633
96.62,2359.0,16.7,6.28,0.30287775
94.62,2336.0,5.37,18.97,0.22555837
94.33,2121.0,7.33,14.45,0.2561878
68.14,1645.0,5.35,18.8,0.43771252
93.5,1819.0,12.74,4.97,0.384778
95.73,2269.0,9.25,16.54,0.22799234
94.65,2556.0,7.83,17.21,0.2334691
88.17,1817.0,11.54,8.5,0.4451586
94.38,2158.0,12.98,5.79,0.37645024
95.51,2578.0,10.38,18.22,0.21066937
91.55,1875.0,8.33,11.25,0.36194313
90.19,1955.0,12.95,12.45,0.3295851
92.92,2166.0,17.98,15.75,0.28789768
92.58,2399.0,7.93,14.74,0.24104442
95.26,2263.0,13.15,14.54,0.2599382
93.55,2260.0,15.42,4.13,0.3485286
95.34,2410.0,3.75,18.8,0.20020466
95.13,2239.0,4.11,21.58,0.220535
90.5,2170.0,10.24,18.21,0.2652104
92.1,2191.0,4.09,16.05,0.26551032
94.96,2423.0,6.15,9.19,0.25929606
97.35,2383.0,10.52,15.31,0.2383084
93.59,2004.0,17.85,5.82,0.31852522
91.5,2130.0,2.93,15.25,0.258713
94.42,2136.0,13.43,9.59,0.37625676
96.72,2146.0,14.83,1.16,0.36983332
92.54,1681.0,9.57,14.02,0.3524704
96.15,2328.0,19.8,3.27,0.19105111
93.26,1799.0,16.92,8.22,0.36488903
95.4,2261.0,5.27,14.06,0.23950142
96.86,2336.0,17.43,8.34,0.2878913
91.2,2136.0,5.42,19.05,0.24896817
100.04,2438.0,10.65,14.03,0.25301847
89.69,2165.0,12.57,11.44,0.322756
94.63,2350.0,14.95,17.28,0.31485307
89.58,2297.0,9.37,17.35,0.21319583
98.48,2964.0,10.96,13.64,0.11787523
92.44,2060.0,3.69,20.02,0.21010923
94.32,2283.0,5.82,17.13,0.2334691
91.08,1999.0,15.75,12.08,0.32722968
92.3,2405.0,9.95,16.92,0.24785356
90.41,2161.0,15.41,9.97,0.34236193
92.91,2185.0,5.14,19.45,0.22164033
94.7,2374.0,1.82,16.22,0.22218597
91.96,2338.0,2.05,19.62,0.20986445
97.31,2282.0,12.9,5.0,0.3517678
95.39,2369.0,4.66,16.9,0.2074644
93.76,2398.0,7.28,17.95,0.2334691
95.28,2578.0,17.29,12.17,0.23265277
96.09,2049.0,9.2,13.93,0.24658985
96.43,2184.0,8.23,17.06,0.22111277
93.47,2028.0,16.42,5.92,0.3110681
92.28,1932.0,16.31,7.48,0.36488903
93.16,2584.0,15.26,15.75,0.3083206
95.73,2280.0,9.72,17.72,0.220708
96.98,2452.0,2.79,18.27,0.19463615
93.55,2142.0,6.02,14.36,0.2561878
97.8,2235.0,3.94,12.81,0.23950142
94.16,2581.0,7.53,22.31,0.077189386
94.51,2024.0,7.12,16.81,0.23579465
95.6,2118.0,15.8,3.95,0.30521876
90.31,2247.0,16.72,14.9,0.24430412
90.37,2259.0,17.01,14.72,0.24430412
92.94,2193.0,5.2,14.38,0.26551032
89.11,2340.0,13.75,8.34,0.35815504
92.06,1962.0,9.51,15.5,0.28447795
97.91,2277.0,18.41,3.2,0.30557176
92.99,2233.0,6.34,20.48,0.21685879
92.41,2173.0,10.93,16.38,0.29295316
92.5,1996.0,16.17,7.69,0.36561444
94.49,2469.0,1.53,18.63,0.20758012
92.38,2430.0,14.85,13.93,0.34393325
94.02,2434.0,2.89,17.86,0.22723827
93.12,2093.0,9.8,17.11,0.27276218
95.82,2321.0,10.08,14.81,0.22799234
92.76,2051.0,11.27,15.81,0.27904204
94.69,2098.0,1.16,12.54,0.285733
98.61,2334.0,7.13,17.12,0.16756305
96.08,2313.0,9.17,10.31,0.26826692
90.22,2121.0,6.52,14.46,0.28512883
91.47,2126.0,12.52,12.07,0.3497262
89.8,1890.0,15.78,7.01,0.3522172
97.37,2306.0,10.49,16.85,0.23079297
94.44,2271.0,12.17,8.44,0.37385687
91.74,2273.0,5.62,2.86,0.31339395
97.17,2430.0,9.45,17.89,0.220708
94.37,2468.0,12.71,16.55,0.30562294
88.57,2272.0,5.73,10.41,0.31238443
93.18,2167.0,10.55,14.12,0.29295316
94.7,2397.0,7.57,18.9,0.22555837
94.9,2138.0,13.63,12.05,0.32639626
94.75,2561.0,10.62,13.31,0.26761368
94.53,2148.0,8.85,15.86,0.27147615
98.77,2474.0,7.61,15.12,0.13127969
93.28,2202.0,-4.73,15.13,0.4787347
93.52,2250.0,3.29,11.24,0.2982869
89.03,2605.0,3.73,16.78,0.2432758
92.78,2158.0,7.37,15.99,0.26551032
92.56,2247.0,4.16,14.23,0.26009873
94.05,2273.0,5.78,21.54,0.22113384
93.51,2555.0,14.31,15.67,0.32395303
87.71,2200.0,7.67,18.9,0.33527407
93.93,2075.0,16.27,9.68,0.34640402
93.7,2035.0,10.18,16.48,0.2694186
98.38,2136.0,15.68,8.91,0.3748896
95.19,2394.0,7.78,15.95,0.24104442
93.7,2278.0,13.86,18.01,0.31485307
91.32,2249.0,2.32,19.76,0.21094923
95.12,2445.0,5.05,17.28,0.2334691
93.92,2148.0,17.58,12.29,0.279325
92.41,2146.0,9.8,17.63,0.27276218
92.2,2138.0,17.34,10.01,0.3410668
90.06,2326.0,5.29,21.03,0.2608985
88.64,2112.0,16.06,9.17,0.32719615
97.8,2598.0,-1.41,16.27,0.23675942
92.01,2336.0,10.24,19.83,0.22284998
95.29,2336.0,17.43,5.96,0.29581293
91.86,1932.0,15.65,8.41,0.39537123
90.96,2158.0,12.05,7.97,0.3878671
93.44,2357.0,10.03,17.11,0.24785356
96.65,2551.0,8.77,17.99,0.220708
90.27,2066.0,15.29,8.44,0.33794653
95.47,2445.0,-2.95,6.12,0.24301721
88.51,2202.0,10.04,16.64,0.26741555
92.99,2550.0,6.68,5.93,0.28081778
88.23,1880.0,3.92,14.99,0.4244123
94.23,2400.0,5.47,16.39,0.24104442
94.4,2206.0,14.86,13.88,0.3464339
94.19,2348.0,12.89,15.4,0.30562294
95.66,2174.0,10.48,16.66,0.25333726
95.93,2325.0,13.22,15.91,0.25583118
93.01,2286.0,9.04,18.81,0.23960781
92.15,2209.0,12.7,10.87,0.3669184
98.21,2249.0,11.47,12.17,0.28083515
94.07,2241.0,6.69,16.45,0.2509012
93.6,2586.0,7.71,18.84,0.21317683
95.48,2240.0,16.64,10.98,0.30039284
91.72,2025.0,15.94,10.35,0.32263237
75.68,1946.0,6.69,15.26,0.39797848
95.07,2381.0,-2.98,11.46,0.25465655
94.24,2038.0,13.52,7.26,0.36089846
97.77,2188.0,4.86,15.62,0.22840658
89.82,2358.0,14.7,15.19,0.28265306
92.78,2293.0,7.47,19.01,0.22555837
93.07,1976.0,5.96,16.14,0.30210343
97.25,2511.0,12.97,17.65,0.28887442
96.11,2362.0,5.85,18.55,0.20020466
91.01,2364.0,7.09,15.62,0.24104442
96.08,2092.0,15.04,7.81,0.33333242
94.9,2621.0,5.73,21.69,0.1339833
95.89,2432.0,4.47,19.61,0.16598205
92.35,1896.0,12.53,12.13,0.37852603
93.77,2503.0,5.76,9.04,0.27044034
91.85,2024.0,5.64,17.18,0.24461924
97.38,2010.0,17.36,8.97,0.2929987
93.73,2157.0,18.09,3.71,0.3102368
94.3,2229.0,5.92,16.58,0.2509012
95.05,2317.0,11.42,11.34,0.3138975
86.35,1884.0,13.49,8.27,0.35260484
91.65,2576.0,14.56,14.29,0.3083206
91.08,1945.0,2.6,17.88,0.3699219
88.94,2131.0,11.78,12.26,0.33883417
94.74,2111.0,19.41,13.3,0.23701224
96.74,2421.0,3.83,17.68,0.2074644
92.61,2513.0,9.32,15.18,0.2557399
94.64,2209.0,17.25,8.32,0.3102368
92.19,2474.0,3.19,13.52,0.25119308
94.9,1961.0,16.65,11.23,0.31805384
92.36,2053.0,15.39,11.34,0.35153842
94.52,2406.0,12.63,15.6,0.30562294
96.26,2146.0,13.33,15.91,0.31801015
95.38,2229.0,12.24,13.2,0.31302497
91.75,2389.0,6.24,16.52,0.24104442
93.21,2371.0,9.1,14.89,0.2557399
91.89,2190.0,3.59,16.06,0.26551032
97.42,2763.0,1.69,19.68,0.07566756
94.24,2261.0,9.83,13.05,0.28389332
94.24,1992.0,16.42,7.0,0.35447332
87.81,1704.0,2.16,8.83,0.30960062
93.08,2097.0,2.34,18.34,0.24245451
94.79,1883.0,11.33,9.74,0.37702766
93.49,2170.0,1.69,19.69,0.20418525
98.04,2461.0,13.84,14.79,0.3341996
93.13,1995.0,12.36,12.92,0.36729664
93.35,2400.0,9.07,19.01,0.23960781
95.63,2296.0,16.47,8.41,0.30287775
93.45,2161.0,18.49,10.23,0.31132364
93.21,2451.0,12.08,13.46,0.32501614
93.51,2151.0,10.44,14.77,0.2830383
95.68,2442.0,15.02,13.76,0.33533666
91.42,2319.0,7.94,20.77,0.20011543
90.38,1951.0,14.28,11.38,0.44009686
95.88,2305.0,11.95,15.02,0.25125027
94.48,2171.0,6.59,18.52,0.24003658
96.78,2482.0,10.67,13.1,0.26852745
93.23,2428.0,8.88,17.67,0.24785356
92.35,2488.0,10.95,7.51,0.346254
96.46,1980.0,7.29,17.21,0.25370055
99.75,2129.0,16.12,8.55,0.2884262
93.63,1970.0,17.58,14.28,0.28139773
92.53,2150.0,2.99,19.67,0.21563636
90.4,2116.0,19.01,8.64,0.2917
92.83,2163.0,16.26,17.29,0.279392
92.22,2097.0,10.94,17.13,0.28435773
92.45,2400.0,4.66,18.66,0.22555837
96.38,2582.0,3.85,18.62,0.18887545
86.8,2304.0,11.82,12.78,0.18016621
91.1,2149.0,6.5,14.26,0.26551032
98.7,2229.0,6.85,14.98,0.18123773
91.78,1920.0,2.15,9.58,0.33685935
90.8,2452.0,6.65,16.17,0.24104442
92.27,2301.0,6.97,17.36,0.2334691
89.85,2352.0,7.7,19.85,0.21695732
95.43,2294.0,4.55,17.67,0.2074644
97.89,2385.0,16.23,9.1,0.29676905
93.41,1862.0,10.97,8.71,0.3775291
93.45,2658.0,4.96,15.11,0.24210498
95.48,2260.0,13.33,8.87,0.3026041
92.84,2337.0,10.35,19.84,0.22284998
93.21,2230.0,10.95,14.48,0.28720087
93.51,2078.0,9.28,16.69,0.27147615
94.05,2216.0,15.37,11.89,0.29093534
93.2,2093.0,-0.78,19.07,0.32342452
94.57,2409.0,7.69,21.6,0.1743634
95.06,2130.0,5.8,16.58,0.2561878
96.75,2316.0,10.36,14.79,0.2383084
92.04,2375.0,2.43,19.5,0.1945488
91.27,2056.0,15.54,7.59,0.35038263
96.57,2307.0,7.34,17.2,0.2074644
94.25,2355.0,4.91,17.86,0.2334691
94.68,2611.0,8.98,15.07,0.24221979
98.54,2189.0,10.97,15.16,0.20691669
93.95,2265.0,1.72,17.93,0.2542933
92.13,2038.0,12.2,2.47,0.37181908
97.81,2197.0,11.54,16.4,0.25333726
93.4,2427.0,15.91,12.12,0.28746584
93.71,2387.0,5.32,16.76,0.24104442
92.34,2294.0,8.54,20.0,0.20011543
94.12,2476.0,6.86,19.4,0.18223862
92.76,2524.0,8.82,15.87,0.2557399
92.4,2524.0,5.17,14.9,0.24104442
93.39,2161.0,11.79,13.57,0.30162093
86.98,1857.0,13.57,8.18,0.35260484
98.12,2404.0,15.82,9.92,0.3414643
96.98,2124.0,14.73,12.33,0.31934768
98.69,2449.0,9.22,16.3,0.18506482
